eatery_name,block,building_name,street_name,postal_code,floor_no,unit_no,address_type,description,hyperlink,photo_url,lon,lat,geometry
the Caterers,1010,Aljunied Industrial Estate,Aljunied Avenue 4,389911,1,02,E,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.88909974420523,1.321079599042441,POINT (103.88909974420523 1.321079599042441)
Each-A-Cup - AMK Hub,53,AMK Hub,Ang Mo Kio Avenue 3,569933,B2,32,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.84839922748421,1.3692489128202083,POINT (103.84839922748421 1.3692489128202083)
Each-A-Cup - Anchorvale Road,308,,Anchorvale Road,540308,1,6,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.88642665824229,1.3895584775491405,POINT (103.88642665824229 1.3895584775491405)
Each-a-Cup - Ang Mo Kio Ave 10,448,,Ang Mo Kio Ave 10,560448,1,1707,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.85639660627969,1.3674419010663734,POINT (103.85639660627969 1.3674419010663734)
Each-A-Cup - Bangkit Road,257,,Bangkit Road,670257,1,57,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.77321235349383,1.3785087311730329,POINT (103.77321235349383 1.3785087311730329)
Each-a-Cup - Bedok 208,208,,New Upper Changi Rd,460208,1,697,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.93107463351183,1.3256997264360957,POINT (103.93107463351183 1.3256997264360957)
Each-a-Cup - Bedok 539,539,,Bedok North St 3,460539,1,611,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.92530729390305,1.3313138624999532,POINT (103.92530729390305 1.3313138624999532)
Each-a-Cup - Bedok 89,89,,Bedok North St 4,460089,1,81,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.9380512875105,1.332334674408148,POINT (103.9380512875105 1.332334674408148)
Each-A-Cup - Bedok Reservoir 746,746,,Bedok Reservoir Road,470746,1,3011,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.9212157482911,1.3372864462933105,POINT (103.9212157482911 1.3372864462933105)
Each-A-Cup - Bedok Reservoir Road,632,,Bedok Reservoir Road,470632,1,874,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.91414508257893,1.332050943479469,POINT (103.91414508257893 1.332050943479469)
Each-A-Cup - Bedok Road,353,,Bedok Road,469541,,,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.94710131089097,1.3314907768675652,POINT (103.94710131089097 1.3314907768675652)
Each-A-Cup - Bukit Batok Street 11,153,,Bukit Batok Street 11,650153,1,284,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.74412806115495,1.3474595106140148,POINT (103.74412806115495 1.3474595106140148)
Each-A-Cup - Bukit Merah View,116,,Bukit Merah View,151116,1,245,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.82153222722236,1.2851342679252191,POINT (103.82153222722236 1.2851342679252191)
Each-a-Cup - Bukit Panjang Integrated Transport Hub,15,Bukit Panjang Integrated Transport Hub,Petir Road,678270,1,61,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.7628427970989,1.3784310079712803,POINT (103.7628427970989 1.3784310079712803)
Each-A-Cup - Causeway Point,1,Causeway Point,Woodlands Square,738099,B1,K19,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.78568873923535,1.4360078451714806,POINT (103.78568873923535 1.4360078451714806)
Each-A-Cup - Changi Village,1,,Changi Village Road,500001,1,2048,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.9878045089223,1.3885465523487086,POINT (103.9878045089223 1.3885465523487086)
Each-A-Cup - Dawson 85,85,,Dawson Road,141085,1,3,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.80975859954931,1.2953196576966823,POINT (103.80975859954931 1.2953196576966823)
Each-a-Cup - Dover MRT Station,200,Dover MRT Station,Commonwealth Aveneue West,138677,2,2,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.77863784343536,1.311405291115712,POINT (103.77863784343536 1.311405291115712)
Each-a-Cup - E! Avenue,1,E! Avenue,Pasir Ris Close,519599,2,K2,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.95359908680598,1.3771407342796085,POINT (103.95359908680598 1.3771407342796085)
Each-a-Cup - Holland Village MRT,200,Holland Village MRT,Holland Avenue,278995,B1,12,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.79639913204518,1.3122402933600277,POINT (103.79639913204518 1.3122402933600277)
Each-A-Cup - Hougang Ave 1,106,,Hougang Ave 1,530106,1,1229,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.89068079395446,1.3537029666242606,POINT (103.89068079395446 1.3537029666242606)
Each-a-Cup - ION Orchard,2,ION Orchard,Orchard Turn,238801,B4,69,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.8313951318169,1.3040357703059684,POINT (103.8313951318169 1.3040357703059684)
Each-a-Cup - ITE College West,1,ITE College West,Choa Chu Kang Grove,688236,5,1,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.75211271599487,1.375024933960433,POINT (103.75211271599487 1.375024933960433)
Each-A-Cup - Jalan Kayu,256,,Jalan Kayu Singapore 799481,799481,,,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.87330956289536,1.398067697467282,POINT (103.87330956289536 1.398067697467282)
Each-A-Cup - Jurong East 345,345,,Jurong East Street 31,600345,1,15,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.73121914765079,1.345512094151072,POINT (103.73121914765079 1.345512094151072)
Each-A-Cup - Jurong West Ave 1,503,,Jurong West Avenue 1,640503,1,831,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.71770481959143,1.3499554084258014,POINT (103.71770481959143 1.3499554084258014)
Each-A-Cup - Marsiling Rise,132,,Marsiling Rise,730132,1,214,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.77802576530918,1.4382818921133824,POINT (103.77802576530918 1.4382818921133824)
Each-A-Cup - New Upper Changi Road,59,,New Upper Changi Road,461059,1,1254,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.94069561327227,1.3240589845649153,POINT (103.94069561327227 1.3240589845649153)
Each-a-Cup - Ng Teng Fong Hospital,1,"Tower A, Ng Teng Fong Hospital",Jurong East Street 21,609606,2,27,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.74386545497144,1.335533819151444,POINT (103.74386545497144 1.335533819151444)
Each-a-Cup - NTU Northspine Plaza,50,NTU Northspine Plaza,Nanyang Avenue,639798,3,1,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.67881813819898,1.3467646508963476,POINT (103.67881813819898 1.3467646508963476)
Each-a-Cup - Pasir Ris Drive 6,443,,Pasir Ris Drive 6,510443,1,14,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.95734808900306,1.3694928424038915,POINT (103.95734808900306 1.3694928424038915)
Each-a-Cup - Pasir Ris West Plaza,735,West Plaza,735 Pasir Ris St 72,510735,1,360,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.9362721088329,1.379306517294171,POINT (103.9362721088329 1.379306517294171)
Each-A-Cup - Punggol 612,612,,Punggol Drive,820612,1,2,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.90866560762595,1.4046100313069425,POINT (103.90866560762595 1.4046100313069425)
Each-A-Cup - Punggol Central,301,,Punggol Central,820301,1,5,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.90613800973124,1.4037193909482935,POINT (103.90613800973124 1.4037193909482935)
Each-a-Cup - Rivervale Mall,11,Rivervale Mall,Rivervale Crescent,545082,1,22,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.90447160217909,1.3921977763390827,POINT (103.90447160217909 1.3921977763390827)
Each-a-Cup - Senja - Cashew CC,101,Senja - Cashew CC,Bukit Panjang Road,679910,1,3,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.76465958417046,1.3815867900890662,POINT (103.76465958417046 1.3815867900890662)
Each-A-Cup - Serangoon North Ave 1,153,,Serangoon North Ave 1,550153,1,484,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.87231230100217,1.3699509842932465,POINT (103.87231230100217 1.3699509842932465)
Each-A-Cup - Sumang 218,218,,Sumang Walk,821217,1,7,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.89502080576253,1.402985907571385,POINT (103.89502080576253 1.402985907571385)
Each-a-Cup - Tampines 201E,201E,,Tampines St 23,527201,1,102,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.95385833895209,1.3529216135315802,POINT (103.95385833895209 1.3529216135315802)
Each-a-Cup - Tampines 802,802,,Tampines Ave 4,520802,1,198,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.93803402656414,1.3460844175401738,POINT (103.93803402656414 1.3460844175401738)
Each-a-Cup - Tampines St 43,477,,Tampines Street 43,520477,1,174,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.95289213048318,1.3609215483696737,POINT (103.95289213048318 1.3609215483696737)
Each-A-Cup - Telok Blangah,78A,,Telok Blangah St 32,101078,1,10,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.80893480745452,1.273382512815344,POINT (103.80893480745452 1.273382512815344)
Each-a-Cup - The Poiz Centre,51,The POIZ Centre,Upper Serangoon Road,347697,1,10,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.86807645464468,1.3313035078797097,POINT (103.86807645464468 1.3313035078797097)
Each-A-Cup - Timbre+,73A,Timbre+@OneNorth LaunchPad,Ayer Rajah Crescent,139957,1,24,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.78734593902419,1.2973796560550528,POINT (103.78734593902419 1.2973796560550528)
Each-A-Cup - Toa Payoh 111,111,,Lorong 1 Toa Payoh,310111,1,364,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.84530614507905,1.3412371291637855,POINT (103.84530614507905 1.3412371291637855)
Each-A-Cup - Toa Payoh Central,177,,Toa Payoh Central,310177,1,154,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.8488447488089,1.3339024544635147,POINT (103.8488447488089 1.3339024544635147)
Each-a-Cup - Ubi Ave 1,306,,Ubi Avenue 1,400306,1,195,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.90192974151194,1.329872189739718,POINT (103.90192974151194 1.329872189739718)
Each-a-Cup - Wisteria Mall,598,Wisteria Mall,Yishun Ring Road,768698,1,22,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.84123645977593,1.4179992555656573,POINT (103.84123645977593 1.4179992555656573)
Each-A-Cup - Woodlands Drive 50,888,888 Plaza,Woodlands Drive 50,730888,1,747,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.79513673624663,1.437679197108461,POINT (103.79513673624663 1.437679197108461)
Each-A-Cup - Woodlands South MRT,30,,Woodlands Drv 17,737741,B1,2,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.79293237340389,1.4273556886451866,POINT (103.79293237340389 1.4273556886451866)
Each-A-Cup - Yishun Ave 11,417,Yishun Mall,Yishun Ave 11,760417,1,347,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.84628449137227,1.4244209513924289,POINT (103.84628449137227 1.4244209513924289)
Each-A-Cup - Yishun Street 22,293,,Yishun Street 22,760293,1,249,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.83760523818935,1.4361142462971692,POINT (103.83760523818935 1.4361142462971692)
Ah Khoo Kopi Toast @ KINEX Mall,11,KINEX Mall,Tanjong Katong Rd,436950,B1,K3,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.89503380084756,1.314471233801388,POINT (103.89503380084756 1.314471233801388)
Ah Khoo Kopi Toast @ Our Tampines Hub,1,Tampines Hub,Tampines Walk,528523,B1,39,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.93968359444563,1.3534961547181363,POINT (103.93968359444563 1.3534961547181363)
Ah Khoo Kopi Toast @ Sengkang CC,2,Sengkang Community Centre,Sengkang Square,545025,1,5,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.89390610277434,1.39278558587025,POINT (103.89390610277434 1.39278558587025)
THE SCHOOL GROCER,171,KA Foodlink,Kampong Ampat,368330,5,7,E,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.88254250694891,1.3357976906913862,POINT (103.88254250694891 1.3357976906913862)
IMPERIAL MANUFACTURING,1550,,Bedok North Avenue 4,489950,3,19,E,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.94404683339873,1.3373712441561683,POINT (103.94404683339873 1.3373712441561683)
K G Catering,171,KA Foodlink,Kampong Ampat,368330,6,3,E,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.88254250694891,1.3357976906913862,POINT (103.88254250694891 1.3357976906913862)
Pret A Manger T3,65,CHANGI AIRPORT T3-DEPARTURE/TRANSIT LOUNGE NORTH,AIRPORT BOULEVARD Singapore,819663,#02,59,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.98516965326814,1.3543707361736084,POINT (103.98516965326814 1.3543707361736084)
Pret A Manger T2,60,Changi Airport Terminal 2,Airport Boulevard Singapore,819643,#2,165,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.98875098124995,1.3551909404722244,POINT (103.98875098124995 1.3551909404722244)
ISLAND CATERING SERVICES,2,SINGAPORE KHALSA ASSOCIATION,Tessensohn Road,217646,4,03,E,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.85694146763817,1.3164930014686558,POINT (103.85694146763817 1.3164930014686558)
Rico Catering,8A,FOODXCHANGE,Admiralty Street,757437,4,40,E,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.81424738591886,1.4630356650457046,POINT (103.81424738591886 1.4630356650457046)
Levender Gourmet,3015,Shimei East Kitchen,Bedok North Street 5,486350,4,12,E,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.94742905026176,1.3367509405404536,POINT (103.94742905026176 1.3367509405404536)
BARCOOK LAB (HONG LIM COMPLEX ),531,Hong Lim Complex Singapore,Upper Cross Street,50531,1,54,B,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.84570409454106,1.2841487570858692,POINT (103.84570409454106 1.2841487570858692)
BARCOOK JAPAN (PAYA LEBAR QUARTER MALL -PLQ MALL),10,Paya Lebar Quarter Mall Singapore,Paya Lebar Rd,409057,B2,07,B,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.89272443421159,1.3175238412685593,POINT (103.89272443421159 1.3175238412685593)
BARCOOK (ONE RAFFLES PLACE),1,1 Raffles Place Singapore,Raffles Place,48616,B1,03,B,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.85098235178121,1.2843399348569469,POINT (103.85098235178121 1.2843399348569469)
BARCOOK (OG ALBERT COMPLEX),60,OG Albert Complex Singapore,60 Albert Street,189969,#01,3-Apr,B,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.85379453928242,1.3023780673264542,POINT (103.85379453928242 1.3023780673264542)
BARCOOK (NOVENA SQUARE 2),10,Novena Square 2 Singapore,Sinaran Drive,307506,#01,16-18,B,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.84389213140564,1.3204296614524758,POINT (103.84389213140564 1.3204296614524758)
BARCOOK (NEX SHOPPING MALL),23,Nex Shopping Mall Singapore,Serangoon Central,556083,#03,K18,B,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.87170454944983,1.3504381717743241,POINT (103.87170454944983 1.3504381717743241)
BARCOOK (INTERNATIONAL PLAZA),10,International Plaza Singapore,10 Anson Road,79903,#01,35,B,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.84570322038553,1.2757356808088918,POINT (103.84570322038553 1.2757356808088918)
BARCOOK (HILLION MALL),17,Hillion Mall Singapore,Petir Road,678278,#B2,32,B,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.76274117629025,1.378349712608652,POINT (103.76274117629025 1.378349712608652)
BARCOOK (CLARKE QUAY CENTRAL),6,Clarke quay Central Singapore,Eu Tong Sen Street,59817,#01,67,B,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.84655599887638,1.2888629165868533,POINT (103.84655599887638 1.2888629165868533)
BARCOOK (ALEXANDRA RETAIL CENTRE),460,Alexandra Road Singapore,Alexandra Road,119963,#01,19,B,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.80112695004563,1.2736765775460233,POINT (103.80112695004563 1.2736765775460233)
Wafuken - OUE Downtown Gallery,6A,OUE Downtown Gallery,Shenton Way,68815,2,23,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.84868762329762,1.2774392684096056,POINT (103.84868762329762 1.2774392684096056)
Wafuken - Alice @ Mediapolis,29,Alice @ Mediapolis,Media Circle,138565,1,"2,3,2020",R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.7930171049708,1.2937818048084802,POINT (103.7930171049708 1.2937818048084802)
Starbucks - NUS University Town,8,NUS University Town,College Avenue West,138608,B1,1,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.77314345775832,1.3055219673666945,POINT (103.77314345775832 1.3055219673666945)
Starbucks - Mount Elizabeth Novena Hospital,38,Mount Elizabeth Novena Hospital,Irrawaddy Road,329563,1,14,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.84421238557309,1.32214005052576,POINT (103.84421238557309 1.32214005052576)
Starbucks - NUH Medical Centre,1,NUH Medical Centre,Lower Kent Ridge Road,119082,3,12,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.78408401569463,1.292774313392297,POINT (103.78408401569463 1.292774313392297)
Starbucks - Raffles Hospital,585,Raffles Hospital,North Bridge Road,188770,1,9,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.85681290234783,1.3012557124835546,POINT (103.85681290234783 1.3012557124835546)
Starbucks - SIM,461,SIM,Clementi Road,599491,1,7,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.77570106678232,1.3291919975370552,POINT (103.77570106678232 1.3291919975370552)
Starbucks - Ng Teng Fong Hospital,1,Ng Teng Fong Hospital,Jurong East Street 21,609606,2,8,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.74386545497144,1.335533819151444,POINT (103.74386545497144 1.335533819151444)
Starbucks - Singapore Polytechnic,500,Singapore Polytechnic,Dover Road,139651,1,,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.7744714040458,1.3112399478628487,POINT (103.7744714040458 1.3112399478628487)
Burger King - Suntec City,3,Suntec City Mall,Temasek Boulevard,38983,3,371,Q,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.85767549794905,1.2948790411732742,POINT (103.85767549794905 1.2948790411732742)
Burger King - Tampines Mall,4,Tampines Mall,Tampines Central,529510,1,"42,43,44",Q,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.94438798732376,1.3526723159069913,POINT (103.94438798732376 1.3526723159069913)
Burger King - The Central,6,The Central,Eu Tong Sen Street,59817,1,23 to 26,Q,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.84655599887638,1.2888629165868533,POINT (103.84655599887638 1.2888629165868533)
Burger King - Tiong Bahru Plaza,302,Tiong Bahru Plaza,Tiong Bahru Road,168732,1,106,Q,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.82693508428726,1.2864634531868742,POINT (103.82693508428726 1.2864634531868742)
Burger King - Viva Business Park,750,Viva Business Park,Chai Chee Road,469000,1,2,Q,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.92210296099049,1.3236517201379703,POINT (103.92210296099049 1.3236517201379703)
Burger King - VivoCity,1,VivoCity,Harbourfront Walk,98585,2,"80,81",Q,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.82158925490758,1.2638958023182996,POINT (103.82158925490758 1.2638958023182996)
Pasta on Wheels - Alexandra Hospital,29,Alexandra Hospital,378 Alexandra Rd,159964,,,I,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.79944484620516,1.288122212318585,POINT (103.79944484620516 1.288122212318585)
Papparich - Parkway,80,Parkway Parade,Marine Parade Road,449269,1,17A,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.90511359225532,1.3011913074869101,POINT (103.90511359225532 1.3011913074869101)
Papparich - Kinex,11,Kinex,Tanjong Katong Rd,437157,1,60,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.89448052787543,1.3146921266899563,POINT (103.89448052787543 1.3146921266899563)
Papparich - Westgate,3,Westgate,Gateway Drive,608532,3,6,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.74258601774642,1.3340252874545433,POINT (103.74258601774642 1.3340252874545433)
Papparich Express - Stevens,30,Novotel on Stevens,Stevens Road,257840,1,6,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.82860637029292,1.313869444364873,POINT (103.82860637029292 1.313869444364873)
Papparich - Suntec,3,Suntec City Mall,Temasek Boulevard,38983,2,386,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.85767549794905,1.2948790411732742,POINT (103.85767549794905 1.2948790411732742)
Papparich - Punggol,83,Waterway Point,Punggol Central,828761,B1,17,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.90198817400872,1.4065361072059912,POINT (103.90198817400872 1.4065361072059912)
Partea - Suntec,3,Suntec Tower 2,Temasek Boulevard,38983,2,470,D,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.85767549794905,1.2948790411732742,POINT (103.85767549794905 1.2948790411732742)
Partea - Waterway,83,Waterway Point,Punggol Central,828761,B1,K4,D,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.90198817400872,1.4065361072059912,POINT (103.90198817400872 1.4065361072059912)
Partea - Tampines,2,Tampines Century Square,Tampines Central 5,529509,B1,30,D,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.94372769692681,1.3522780323167003,POINT (103.94372769692681 1.3522780323167003)
Partea - Raffles,24,Clifford Centre,Raffles Place,48621,B1,2,D,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.85212817296828,1.2838569813270329,POINT (103.85212817296828 1.2838569813270329)
Partea - Shenton,6A,OUE Downtown Gallery,Shenton Way,68809,3,29,D,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.84840863744311,1.276980700075535,POINT (103.84840863744311 1.276980700075535)
Partea - Airport,10,Changi Airport Terminal 4,Airport Boulevard,819665,2,205,D,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.98348280809512,1.3380081335893939,POINT (103.98348280809512 1.3380081335893939)
Foreword Coffee - Centre for Health Innovation,18,Centre for Health Innovation,Jalan Tan Tock Seng,308442,4,1,D,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.84779822638774,1.321397219569898,POINT (103.84779822638774 1.321397219569898)
Foreword Coffee - Civil Service College,31,Civil Service College,North Buona Vista Road,275983,1,,D,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.79180273764267,1.3096295945717855,POINT (103.79180273764267 1.3096295945717855)
Polar Puffs & Cakes - Orchard MRT,437,Orchard MRT,Orchard Road,238878,B1,35,B,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.83224524752823,1.3039801288731405,POINT (103.83224524752823 1.3039801288731405)
Polar Puffs & Cakes - Junction 8,9,Junction 8,Bishan Place,579837,B1,K2,B,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.8484300826872,1.3501724268530262,POINT (103.8484300826872 1.3501724268530262)
Polar Puffs & Cakes - Bedok Mall,311,Bedok Mall,New Upper Changi Road,467360,B2,K5,B,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.92918207824476,1.3247936071073965,POINT (103.92918207824476 1.3247936071073965)
Polar Puffs & Cakes - Bugis Junction,200,Bugis Junction,Victoria Street,188021,B1,K8,B,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.85541118258217,1.2991128709670003,POINT (103.85541118258217 1.2991128709670003)
Swensens - Bedok Mall,311,Bedok Mall,New Upper Changi Road,467360,1,77,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.92918207824476,1.3247936071073965,POINT (103.92918207824476 1.3247936071073965)
Swensens - Junction 8,9,Junction 8,Bishan Place,579837,1,39,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.8484300826872,1.3501724268530262,POINT (103.8484300826872 1.3501724268530262)
Swensens - Plaza Singapura,68,Plaza Singapura,Orchard Road,238839,3,23,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.84504758088113,1.3007477084715486,POINT (103.84504758088113 1.3007477084715486)
BreadTalk - Sixth Avenue,8,Sixth Avenue,Sixth Avenue,276473,,,B,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.79509879924483,1.3310469763407948,POINT (103.79509879924483 1.3310469763407948)
Sakunthala's - Race Course Road,66,Race Course Road,Race Course Road,218570,,,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.85125156917707,1.3085809941878896,POINT (103.85125156917707 1.3085809941878896)
Sakunthala's - Dunlop Street,151,Dunlop Street,Dunlop Street,209466,,,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.85210292292342,1.3059421204552373,POINT (103.85210292292342 1.3059421204552373)
Sushi Takeout Woodlands Exchange,30,Woodlands Exchange,Woodlands Avenue 2,738343,1,30,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.7853259720631,1.4368143542863627,POINT (103.7853259720631 1.4368143542863627)
Swee Heng - Boon Lay Shopping Centre,221,Boon Lay Shopping Centre,Boon Lay Place,640221,1,158,B,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.71238771956816,1.3463960406788762,POINT (103.71238771956816 1.3463960406788762)
Swee Heng Classic 1989 - Jurong Point Centre,63,Jurong Point Centre,Jurong West Central 3,648331,3,31,B,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.70535100057792,1.3393150339641773,POINT (103.70535100057792 1.3393150339641773)
Swee Heng Classic 1989 - CK Tangs,310,CK Tangs,Orchard Road,238864,B1,2A,B,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.8330606630155,1.3050578217039202,POINT (103.8330606630155 1.3050578217039202)
Collin's - Shaw Plaza,360,Shaw Plaza,Balestier Road,329783,1,12,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.85099583756804,1.3252530150726967,POINT (103.85099583756804 1.3252530150726967)
Five Star Hainanese Kampung Chicken Rice - River Valley,419,River Valley,River Valley Road,248318,,,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.82963145261827,1.2951647978870802,POINT (103.82963145261827 1.2951647978870802)
